epoch,train_loss,val_loss,val_bleu,val_rouge
1,6.0871550241088865,8.40248429775238,6.633050435220272,17.374396815949115
2,5.529376961212158,7.544344425201416,6.879992091580347,19.600621907795865
3,5.353883371429443,7.143127143383026,8.484010870510874,22.463796009549455
4,5.165086581115722,6.927184134721756,9.001699899874977,25.540709076554464
5,5.029538768768311,6.642465651035309,10.330520163973482,28.27795204230427
6,4.972134694519043,6.546662420034409,10.620306338892231,29.36369836386401
7,4.969121996459961,6.4580237865448,9.563181212004734,30.388950994659186
8,5.004530006256103,6.3415824472904205,10.549770816669362,31.056396325508008
9,5.057463328247071,6.259060233831406,9.50131344074493,30.076773858042007
10,5.12328170288086,6.269144207239151,9.11310867236259,30.847793312439237
11,5.1784479817199704,6.108934730291367,9.373585681016959,29.885850742091236
12,5.1424880909729005,6.108588427305222,8.876760480509564,30.300640904546945
13,5.102145593109131,6.105027973651886,9.283425691064116,30.750672056372746
14,5.0742784092712405,6.124978274106979,8.502559559375166,29.582897088573922
15,5.045251834411621,6.110513776540756,8.790916032334598,30.625503925738034
16,5.019653886871338,6.157877504825592,8.552718243577269,30.48743069687685
17,4.855868788909912,6.106712996959686,9.277128099068241,31.15184328369377
18,4.8011876530456545,6.145081967115402,9.315927744947544,31.33946584872065
19,4.778707376708985,6.149230539798737,8.6902800828267,30.804401884401273
