epoch,train_loss,val_loss,val_bleu,val_rouge
1,6.390168091125489,6.167355388402939,7.763201832221747,19.227868381148358
2,5.4841894017028805,5.676526486873627,10.543737194524708,24.920428313763992
3,4.9375238298034665,5.357621073722839,11.7402555743261,28.081806345286264
4,4.573272339477539,5.140964567661285,12.915981363883713,30.118879638219592
5,4.36527281829834,5.03959846496582,13.175156517769738,31.22570485806272
6,4.170570391311646,4.952982425689697,13.588984013715951,33.114272211518674
7,4.045006728439331,4.8461121916770935,14.320801989892983,34.41939226669898
8,3.9535955585479736,4.80988284945488,15.520084343529946,34.182499214838074
9,3.8821790761566164,4.819229006767273,15.512742997129678,34.70823828327285
10,3.8273639555358887,4.78490886092186,15.022328947371408,34.82452740971226
11,3.781816068649292,4.748679608106613,16.228521940258354,35.64343187867385
12,3.743163771209717,4.7266654670238495,15.554486186149015,35.40489218838111
13,3.711585075531006,4.751471400260925,15.002058211492546,35.651078263951064
14,3.680656030426025,4.709420621395111,16.061106827940428,35.669419267657624
15,3.6552873458099366,4.705075740814209,15.64819445811663,35.85908217683226
16,3.632232851791382,4.706209987401962,16.041688175914004,35.74405502759727
17,3.6117644593811034,4.6886031329631805,16.133509051489643,36.33740770744481
18,3.595500644454956,4.69895738363266,15.61715697764153,36.26353135142891
19,3.5781865300750733,4.707187712192535,15.825815972928119,35.599346082512746
20,3.5627808224487305,4.675322473049164,16.25101668745409,36.717847431966774
21,3.548053268814087,4.671407073736191,16.37571120045286,36.22807021002539
22,3.535236814651489,4.713132828474045,16.07425283247629,36.32186502234742
23,3.521576326599121,4.6787711679935455,15.989071731877928,36.176676125733145
24,3.5095625308990477,4.662403374910355,16.409391529981388,36.50677307723656
25,3.498940553436279,4.671062797307968,16.040317551013793,35.789900082142076
26,3.490211666717529,4.691232830286026,15.8489138778401,36.608496874191054
27,3.4814952019500733,4.683010905981064,15.842654672417185,36.47635521236413
28,3.4723064609527587,4.673177033662796,16.222983522516433,36.76006412075765
29,3.46480152305603,4.68748465180397,16.278658718542648,36.62794463521914
30,3.456256398010254,4.670457124710083,16.428233216990634,37.09411844632528
