epoch,train_loss,val_loss,val_bleu,val_rouge
1,6.478217627674627,7.009238451719284,8.756549090932586,21.634861468325646
2,5.7864455917772775,6.5679256319999695,10.713697519335124,23.11466999825438
3,5.596796089087051,6.387708455324173,13.23500891361377,25.813941423980737
4,5.473116134302304,6.261410742998123,12.418000206821553,26.66705949051314
5,5.393844986875979,6.201207369565964,13.33727381011881,26.604522389745323
6,5.343473403979414,6.108289182186127,15.951776096806235,28.316739459855388
7,5.305713173680412,6.099594414234161,13.789548613788984,27.280336450459874
8,5.271701555282544,6.087003797292709,13.26096802560715,27.306801418047716
9,5.2426918703146255,6.069589138031006,14.50627737793628,27.685955290945547
10,5.19820811725653,6.092169910669327,14.505337517232412,26.956356786237993
11,5.163717862516165,6.108671188354492,13.5952007530948,26.873317344208132
12,5.023863656833149,6.1492665112018585,13.792427425951926,27.129853449738228
13,4.795315338780704,6.167390614748001,14.095096261369996,27.02177890647427
14,4.6918919535871515,6.188382714986801,14.88982675858654,27.274830033608822
15,4.591599226759645,6.220466285943985,14.529926010781974,27.174008733537786
